10:33:12,921 |-INFO in ch.qos.logback.classic.LoggerContext[default] - Could NOT find resource [logback-test.xml]
10:33:12,923 |-INFO in ch.qos.logback.classic.LoggerContext[default] - Could NOT find resource [logback.groovy]
10:33:12,923 |-INFO in ch.qos.logback.classic.LoggerContext[default] - Found resource [logback.xml] at [jar:file:/home/javaUser/disciplinary/uds-web-api/uds-web-api-V1.0.1.B.3.jar!/BOOT-INF/classes!/logback.xml]
10:33:12,956 |-INFO in ch.qos.logback.core.joran.spi.ConfigurationWatchList@5fa7e7ff - URL [jar:file:/home/javaUser/disciplinary/uds-web-api/uds-web-api-V1.0.1.B.3.jar!/BOOT-INF/classes!/logback.xml] is not of type file
10:33:13,053 |-INFO in ch.qos.logback.classic.joran.action.ConfigurationAction - debug attribute not set
10:33:13,072 |-INFO in ch.qos.logback.core.joran.action.AppenderAction - About to instantiate appender of type [ch.qos.logback.core.ConsoleAppender]
10:33:13,077 |-INFO in ch.qos.logback.core.joran.action.AppenderAction - Naming appender as [CONSOLE]
10:33:13,087 |-INFO in ch.qos.logback.core.joran.action.NestedComplexPropertyIA - Assuming default type [ch.qos.logback.classic.encoder.PatternLayoutEncoder] for [encoder] property
10:33:13,155 |-INFO in ch.qos.logback.core.joran.action.AppenderAction - About to instantiate appender of type [ch.qos.logback.core.rolling.RollingFileAppender]
10:33:13,161 |-INFO in ch.qos.logback.core.joran.action.AppenderAction - Naming appender as [FILE]
10:33:13,188 |-INFO in c.q.l.core.rolling.TimeBasedRollingPolicy@1177096266 - No compression will be used
10:33:13,190 |-INFO in c.q.l.core.rolling.TimeBasedRollingPolicy@1177096266 - Will use the pattern log/uds-web-api.%d{yyyy-MM-dd}.%i.log for the active file
10:33:13,194 |-INFO in ch.qos.logback.core.rolling.SizeAndTimeBasedFNATP@27f8302d - The date pattern is 'yyyy-MM-dd' from file name pattern 'log/uds-web-api.%d{yyyy-MM-dd}.%i.log'.
10:33:13,194 |-INFO in ch.qos.logback.core.rolling.SizeAndTimeBasedFNATP@27f8302d - Roll-over at midnight.
10:33:13,198 |-INFO in ch.qos.logback.core.rolling.SizeAndTimeBasedFNATP@27f8302d - Setting initial period to Thu Apr 29 10:33:13 CST 2021
10:33:13,199 |-WARN in ch.qos.logback.core.rolling.SizeAndTimeBasedFNATP@27f8302d - SizeAndTimeBasedFNATP is deprecated. Use SizeAndTimeBasedRollingPolicy instead
10:33:13,199 |-WARN in ch.qos.logback.core.rolling.SizeAndTimeBasedFNATP@27f8302d - For more information see http://logback.qos.ch/manual/appenders.html#SizeAndTimeBasedRollingPolicy
10:33:13,202 |-INFO in ch.qos.logback.core.joran.action.NestedComplexPropertyIA - Assuming default type [ch.qos.logback.classic.encoder.PatternLayoutEncoder] for [encoder] property
10:33:13,204 |-INFO in ch.qos.logback.core.rolling.RollingFileAppender[FILE] - Active log file name: log/uds-web-api.2021-04-29.0.log
10:33:13,204 |-INFO in ch.qos.logback.core.rolling.RollingFileAppender[FILE] - File property is set to [null]
10:33:13,206 |-INFO in ch.qos.logback.classic.joran.action.LoggerAction - Setting level of logger [com.cetc28] to INFO
10:33:13,206 |-INFO in ch.qos.logback.classic.joran.action.RootLoggerAction - Setting level of ROOT logger to INFO
10:33:13,206 |-INFO in ch.qos.logback.core.joran.action.AppenderRefAction - Attaching appender named [CONSOLE] to Logger[ROOT]
10:33:13,207 |-INFO in ch.qos.logback.core.joran.action.AppenderRefAction - Attaching appender named [FILE] to Logger[ROOT]
10:33:13,207 |-INFO in ch.qos.logback.classic.joran.action.ConfigurationAction - End of configuration.
10:33:13,208 |-INFO in ch.qos.logback.classic.joran.JoranConfigurator@4d76f3f8 - Registering current configuration as safe fallback point


  .   ____          _            __ _ _
 /\\ / ___'_ __ _ _(_)_ __  __ _ \ \ \ \
10:38:25.929 [http-nio-8382-exec-4] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - ==> Parameters: 2018-04-29(String), 2021-04-29 10:38:25(String), DZ06(String)
10:38:25.931 [http-nio-8382-exec-4] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - <==      Total: 1
10:38:25.932 [http-nio-8382-exec-4] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - ==>  Preparing: select distinct a.plan_id as planId, a.object_code as objectCode, a.object_name as ojectName, a.group_id as groupId, b.group_name as groupName, c.plan_name as planName, c.start_date as startDate, c.end_date as endDate from xcxj_work_apply a LEFT JOIN xcxj_patrol_group b on a.group_id = b.id LEFT JOIN xcxj_patrol_plan c on c.id = b.plan_id where a.group_id in (select group_id from xcxj_patrol_mem) and c.start_date between ? and ? and a.object_code =? 
10:38:25.932 [http-nio-8382-exec-4] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - ==> Parameters: 2018-04-29(String), 2021-04-29 10:38:25(String), DZ07(String)
10:38:25.934 [http-nio-8382-exec-4] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - <==      Total: 1
10:38:25.935 [http-nio-8382-exec-4] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - ==>  Preparing: select distinct a.plan_id as planId, a.object_code as objectCode, a.object_name as ojectName, a.group_id as groupId, b.group_name as groupName, c.plan_name as planName, c.start_date as startDate, c.end_date as endDate from xcxj_work_apply a LEFT JOIN xcxj_patrol_group b on a.group_id = b.id LEFT JOIN xcxj_patrol_plan c on c.id = b.plan_id where a.group_id in (select group_id from xcxj_patrol_mem) and c.start_date between ? and ? and a.object_code =? 
10:38:25.935 [http-nio-8382-exec-4] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - ==> Parameters: 2018-04-29(String), 2021-04-29 10:38:25(String), DZ08(String)
10:38:25.937 [http-nio-8382-exec-4] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - <==      Total: 1
10:38:25.938 [http-nio-8382-exec-4] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - ==>  Preparing: select distinct a.plan_id as planId, a.object_code as objectCode, a.object_name as ojectName, a.group_id as groupId, b.group_name as groupName, c.plan_name as planName, c.start_date as startDate, c.end_date as endDate from xcxj_work_apply a LEFT JOIN xcxj_patrol_group b on a.group_id = b.id LEFT JOIN xcxj_patrol_plan c on c.id = b.plan_id where a.group_id in (select group_id from xcxj_patrol_mem) and c.start_date between ? and ? and a.object_code =? 
10:38:25.938 [http-nio-8382-exec-4] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - ==> Parameters: 2018-04-29(String), 2021-04-29 10:38:25(String), DZ09(String)
10:38:25.940 [http-nio-8382-exec-4] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - <==      Total: 0
10:38:25.941 [http-nio-8382-exec-4] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - ==>  Preparing: select distinct a.plan_id as planId, a.object_code as objectCode, a.object_name as ojectName, a.group_id as groupId, b.group_name as groupName, c.plan_name as planName, c.start_date as startDate, c.end_date as endDate from xcxj_work_apply a LEFT JOIN xcxj_patrol_group b on a.group_id = b.id LEFT JOIN xcxj_patrol_plan c on c.id = b.plan_id where a.group_id in (select group_id from xcxj_patrol_mem) and c.start_date between ? and ? and a.object_code =? 
10:38:25.941 [http-nio-8382-exec-4] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - ==> Parameters: 2018-04-29(String), 2021-04-29 10:38:25(String), DZ10(String)
10:38:25.943 [http-nio-8382-exec-4] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - <==      Total: 0
10:38:25.943 [http-nio-8382-exec-4] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - ==>  Preparing: select distinct a.plan_id as planId, a.object_code as objectCode, a.object_name as ojectName, a.group_id as groupId, b.group_name as groupName, c.plan_name as planName, c.start_date as startDate, c.end_date as endDate from xcxj_work_apply a LEFT JOIN xcxj_patrol_group b on a.group_id = b.id LEFT JOIN xcxj_patrol_plan c on c.id = b.plan_id where a.group_id in (select group_id from xcxj_patrol_mem) and c.start_date between ? and ? and a.object_code =? 
10:38:25.944 [http-nio-8382-exec-4] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - ==> Parameters: 2018-04-29(String), 2021-04-29 10:38:25(String), DZ11(String)
10:38:25.945 [http-nio-8382-exec-4] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - <==      Total: 0
10:38:25.946 [http-nio-8382-exec-4] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - ==>  Preparing: select distinct a.plan_id as planId, a.object_code as objectCode, a.object_name as ojectName, a.group_id as groupId, b.group_name as groupName, c.plan_name as planName, c.start_date as startDate, c.end_date as endDate from xcxj_work_apply a LEFT JOIN xcxj_patrol_group b on a.group_id = b.id LEFT JOIN xcxj_patrol_plan c on c.id = b.plan_id where a.group_id in (select group_id from xcxj_patrol_mem) and c.start_date between ? and ? and a.object_code =? 
10:38:25.946 [http-nio-8382-exec-4] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - ==> Parameters: 2018-04-29(String), 2021-04-29 10:38:25(String), DZ12(String)
10:38:25.947 [http-nio-8382-exec-4] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - <==      Total: 0
10:38:25.949 [http-nio-8382-exec-4] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - ==>  Preparing: select distinct a.plan_id as planId, a.object_code as objectCode, a.object_name as ojectName, a.group_id as groupId, b.group_name as groupName, c.plan_name as planName, c.start_date as startDate, c.end_date as endDate from xcxj_work_apply a LEFT JOIN xcxj_patrol_group b on a.group_id = b.id LEFT JOIN xcxj_patrol_plan c on c.id = b.plan_id where a.group_id in (select group_id from xcxj_patrol_mem) and c.start_date between ? and ? and a.object_code =? 
10:38:25.950 [http-nio-8382-exec-4] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - ==> Parameters: 2018-04-29(String), 2021-04-29 10:38:25(String), DZ13(String)
10:38:25.952 [http-nio-8382-exec-4] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - <==      Total: 0
10:38:25.955 [http-nio-8382-exec-4] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - ==>  Preparing: select distinct a.plan_id as planId, a.object_code as objectCode, a.object_name as ojectName, a.group_id as groupId, b.group_name as groupName, c.plan_name as planName, c.start_date as startDate, c.end_date as endDate from xcxj_work_apply a LEFT JOIN xcxj_patrol_group b on a.group_id = b.id LEFT JOIN xcxj_patrol_plan c on c.id = b.plan_id where a.group_id in (select group_id from xcxj_patrol_mem) and c.start_date between ? and ? and a.object_code =? 
10:38:25.956 [http-nio-8382-exec-4] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - ==> Parameters: 2018-04-29(String), 2021-04-29 10:38:25(String), DZ14(String)
10:38:25.957 [http-nio-8382-exec-4] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - <==      Total: 0
10:38:25.958 [http-nio-8382-exec-4] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - ==>  Preparing: select distinct a.plan_id as planId, a.object_code as objectCode, a.object_name as ojectName, a.group_id as groupId, b.group_name as groupName, c.plan_name as planName, c.start_date as startDate, c.end_date as endDate from xcxj_work_apply a LEFT JOIN xcxj_patrol_group b on a.group_id = b.id LEFT JOIN xcxj_patrol_plan c on c.id = b.plan_id where a.group_id in (select group_id from xcxj_patrol_mem) and c.start_date between ? and ? and a.object_code =? 
10:38:25.959 [http-nio-8382-exec-4] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - ==> Parameters: 2018-04-29(String), 2021-04-29 10:38:25(String), DZ15(String)
10:38:25.960 [http-nio-8382-exec-4] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - <==      Total: 0
10:38:25.960 [http-nio-8382-exec-4] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - ==>  Preparing: select distinct a.plan_id as planId, a.object_code as objectCode, a.object_name as ojectName, a.group_id as groupId, b.group_name as groupName, c.plan_name as planName, c.start_date as startDate, c.end_date as endDate from xcxj_work_apply a LEFT JOIN xcxj_patrol_group b on a.group_id = b.id LEFT JOIN xcxj_patrol_plan c on c.id = b.plan_id where a.group_id in (select group_id from xcxj_patrol_mem) and c.start_date between ? and ? and a.object_code =? 
10:38:25.961 [http-nio-8382-exec-4] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - ==> Parameters: 2018-04-29(String), 2021-04-29 10:38:25(String), DZ16(String)
10:38:25.962 [http-nio-8382-exec-4] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - <==      Total: 0
10:38:25.963 [http-nio-8382-exec-4] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - ==>  Preparing: select distinct a.plan_id as planId, a.object_code as objectCode, a.object_name as ojectName, a.group_id as groupId, b.group_name as groupName, c.plan_name as planName, c.start_date as startDate, c.end_date as endDate from xcxj_work_apply a LEFT JOIN xcxj_patrol_group b on a.group_id = b.id LEFT JOIN xcxj_patrol_plan c on c.id = b.plan_id where a.group_id in (select group_id from xcxj_patrol_mem) and c.start_date between ? and ? and a.object_code =? 
10:38:25.963 [http-nio-8382-exec-4] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - ==> Parameters: 2018-04-29(String), 2021-04-29 10:38:25(String), DZ16001(String)
10:38:25.964 [http-nio-8382-exec-4] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - <==      Total: 0
10:38:25.966 [http-nio-8382-exec-4] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - ==>  Preparing: select distinct a.plan_id as planId, a.object_code as objectCode, a.object_name as ojectName, a.group_id as groupId, b.group_name as groupName, c.plan_name as planName, c.start_date as startDate, c.end_date as endDate from xcxj_work_apply a LEFT JOIN xcxj_patrol_group b on a.group_id = b.id LEFT JOIN xcxj_patrol_plan c on c.id = b.plan_id where a.group_id in (select group_id from xcxj_patrol_mem) and c.start_date between ? and ? and a.object_code =? 
10:38:25.966 [http-nio-8382-exec-4] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - ==> Parameters: 2018-04-29(String), 2021-04-29 10:38:25(String), DZ16002(String)
10:38:25.968 [http-nio-8382-exec-4] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - <==      Total: 0
10:38:25.968 [http-nio-8382-exec-4] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - ==>  Preparing: select distinct a.plan_id as planId, a.object_code as objectCode, a.object_name as ojectName, a.group_id as groupId, b.group_name as groupName, c.plan_name as planName, c.start_date as startDate, c.end_date as endDate from xcxj_work_apply a LEFT JOIN xcxj_patrol_group b on a.group_id = b.id LEFT JOIN xcxj_patrol_plan c on c.id = b.plan_id where a.group_id in (select group_id from xcxj_patrol_mem) and c.start_date between ? and ? and a.object_code =? 
10:38:25.969 [http-nio-8382-exec-4] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - ==> Parameters: 2018-04-29(String), 2021-04-29 10:38:25(String), DZ16003(String)
10:38:25.970 [http-nio-8382-exec-4] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - <==      Total: 0
10:38:25.970 [http-nio-8382-exec-4] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - ==>  Preparing: select distinct a.plan_id as planId, a.object_code as objectCode, a.object_name as ojectName, a.group_id as groupId, b.group_name as groupName, c.plan_name as planName, c.start_date as startDate, c.end_date as endDate from xcxj_work_apply a LEFT JOIN xcxj_patrol_group b on a.group_id = b.id LEFT JOIN xcxj_patrol_plan c on c.id = b.plan_id where a.group_id in (select group_id from xcxj_patrol_mem) and c.start_date between ? and ? and a.object_code =? 
10:38:25.971 [http-nio-8382-exec-4] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - ==> Parameters: 2018-04-29(String), 2021-04-29 10:38:25(String), DZ16004(String)
10:38:25.973 [http-nio-8382-exec-4] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - <==      Total: 1
10:38:25.973 [http-nio-8382-exec-4] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - ==>  Preparing: select distinct a.plan_id as planId, a.object_code as objectCode, a.object_name as ojectName, a.group_id as groupId, b.group_name as groupName, c.plan_name as planName, c.start_date as startDate, c.end_date as endDate from xcxj_work_apply a LEFT JOIN xcxj_patrol_group b on a.group_id = b.id LEFT JOIN xcxj_patrol_plan c on c.id = b.plan_id where a.group_id in (select group_id from xcxj_patrol_mem) and c.start_date between ? and ? and a.object_code =? 
10:38:25.974 [http-nio-8382-exec-4] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - ==> Parameters: 2018-04-29(String), 2021-04-29 10:38:25(String), DZ17(String)
10:38:25.975 [http-nio-8382-exec-4] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - <==      Total: 0
10:38:25.975 [http-nio-8382-exec-4] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - ==>  Preparing: select distinct a.plan_id as planId, a.object_code as objectCode, a.object_name as ojectName, a.group_id as groupId, b.group_name as groupName, c.plan_name as planName, c.start_date as startDate, c.end_date as endDate from xcxj_work_apply a LEFT JOIN xcxj_patrol_group b on a.group_id = b.id LEFT JOIN xcxj_patrol_plan c on c.id = b.plan_id where a.group_id in (select group_id from xcxj_patrol_mem) and c.start_date between ? and ? and a.object_code =? 
10:38:25.976 [http-nio-8382-exec-4] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - ==> Parameters: 2018-04-29(String), 2021-04-29 10:38:25(String), DZ17001(String)
10:38:25.977 [http-nio-8382-exec-4] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - <==      Total: 0
10:38:25.978 [http-nio-8382-exec-4] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - ==>  Preparing: select distinct a.plan_id as planId, a.object_code as objectCode, a.object_name as ojectName, a.group_id as groupId, b.group_name as groupName, c.plan_name as planName, c.start_date as startDate, c.end_date as endDate from xcxj_work_apply a LEFT JOIN xcxj_patrol_group b on a.group_id = b.id LEFT JOIN xcxj_patrol_plan c on c.id = b.plan_id where a.group_id in (select group_id from xcxj_patrol_mem) and c.start_date between ? and ? and a.object_code =? 
10:38:25.978 [http-nio-8382-exec-4] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - ==> Parameters: 2018-04-29(String), 2021-04-29 10:38:25(String), DZ17002(String)
10:38:25.979 [http-nio-8382-exec-4] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - <==      Total: 0
10:38:25.980 [http-nio-8382-exec-4] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - ==>  Preparing: select distinct a.plan_id as planId, a.object_code as objectCode, a.object_name as ojectName, a.group_id as groupId, b.group_name as groupName, c.plan_name as planName, c.start_date as startDate, c.end_date as endDate from xcxj_work_apply a LEFT JOIN xcxj_patrol_group b on a.group_id = b.id LEFT JOIN xcxj_patrol_plan c on c.id = b.plan_id where a.group_id in (select group_id from xcxj_patrol_mem) and c.start_date between ? and ? and a.object_code =? 
10:38:25.980 [http-nio-8382-exec-4] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - ==> Parameters: 2018-04-29(String), 2021-04-29 10:38:25(String), DZ17003(String)
10:38:25.981 [http-nio-8382-exec-4] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - <==      Total: 0
10:38:25.982 [http-nio-8382-exec-4] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - ==>  Preparing: select distinct a.plan_id as planId, a.object_code as objectCode, a.object_name as ojectName, a.group_id as groupId, b.group_name as groupName, c.plan_name as planName, c.start_date as startDate, c.end_date as endDate from xcxj_work_apply a LEFT JOIN xcxj_patrol_group b on a.group_id = b.id LEFT JOIN xcxj_patrol_plan c on c.id = b.plan_id where a.group_id in (select group_id from xcxj_patrol_mem) and c.start_date between ? and ? and a.object_code =? 
10:38:25.982 [http-nio-8382-exec-4] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - ==> Parameters: 2018-04-29(String), 2021-04-29 10:38:25(String), DZ17004(String)
10:38:25.984 [http-nio-8382-exec-4] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - <==      Total: 0
10:38:25.984 [http-nio-8382-exec-4] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - ==>  Preparing: select distinct a.plan_id as planId, a.object_code as objectCode, a.object_name as ojectName, a.group_id as groupId, b.group_name as groupName, c.plan_name as planName, c.start_date as startDate, c.end_date as endDate from xcxj_work_apply a LEFT JOIN xcxj_patrol_group b on a.group_id = b.id LEFT JOIN xcxj_patrol_plan c on c.id = b.plan_id where a.group_id in (select group_id from xcxj_patrol_mem) and c.start_date between ? and ? and a.object_code =? 
10:38:25.984 [http-nio-8382-exec-4] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - ==> Parameters: 2018-04-29(String), 2021-04-29 10:38:25(String), DZ17005(String)
10:38:25.986 [http-nio-8382-exec-4] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - <==      Total: 0
10:38:25.986 [http-nio-8382-exec-4] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - ==>  Preparing: select distinct a.plan_id as planId, a.object_code as objectCode, a.object_name as ojectName, a.group_id as groupId, b.group_name as groupName, c.plan_name as planName, c.start_date as startDate, c.end_date as endDate from xcxj_work_apply a LEFT JOIN xcxj_patrol_group b on a.group_id = b.id LEFT JOIN xcxj_patrol_plan c on c.id = b.plan_id where a.group_id in (select group_id from xcxj_patrol_mem) and c.start_date between ? and ? and a.object_code =? 
10:38:25.987 [http-nio-8382-exec-4] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - ==> Parameters: 2018-04-29(String), 2021-04-29 10:38:25(String), DZ17006(String)
10:38:25.988 [http-nio-8382-exec-4] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - <==      Total: 0
10:38:25.988 [http-nio-8382-exec-4] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - ==>  Preparing: select distinct a.plan_id as planId, a.object_code as objectCode, a.object_name as ojectName, a.group_id as groupId, b.group_name as groupName, c.plan_name as planName, c.start_date as startDate, c.end_date as endDate from xcxj_work_apply a LEFT JOIN xcxj_patrol_group b on a.group_id = b.id LEFT JOIN xcxj_patrol_plan c on c.id = b.plan_id where a.group_id in (select group_id from xcxj_patrol_mem) and c.start_date between ? and ? and a.object_code =? 
10:38:25.989 [http-nio-8382-exec-4] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - ==> Parameters: 2018-04-29(String), 2021-04-29 10:38:25(String), DZ17007(String)
10:38:25.991 [http-nio-8382-exec-4] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - <==      Total: 1
10:38:25.991 [http-nio-8382-exec-4] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - ==>  Preparing: select distinct a.plan_id as planId, a.object_code as objectCode, a.object_name as ojectName, a.group_id as groupId, b.group_name as groupName, c.plan_name as planName, c.start_date as startDate, c.end_date as endDate from xcxj_work_apply a LEFT JOIN xcxj_patrol_group b on a.group_id = b.id LEFT JOIN xcxj_patrol_plan c on c.id = b.plan_id where a.group_id in (select group_id from xcxj_patrol_mem) and c.start_date between ? and ? and a.object_code =? 
10:38:25.992 [http-nio-8382-exec-4] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - ==> Parameters: 2018-04-29(String), 2021-04-29 10:38:25(String), DZ17008(String)
10:38:25.993 [http-nio-8382-exec-4] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - <==      Total: 0
10:38:25.994 [http-nio-8382-exec-4] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - ==>  Preparing: select distinct a.plan_id as planId, a.object_code as objectCode, a.object_name as ojectName, a.group_id as groupId, b.group_name as groupName, c.plan_name as planName, c.start_date as startDate, c.end_date as endDate from xcxj_work_apply a LEFT JOIN xcxj_patrol_group b on a.group_id = b.id LEFT JOIN xcxj_patrol_plan c on c.id = b.plan_id where a.group_id in (select group_id from xcxj_patrol_mem) and c.start_date between ? and ? and a.object_code =? 
10:38:25.994 [http-nio-8382-exec-4] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - ==> Parameters: 2018-04-29(String), 2021-04-29 10:38:25(String), DZ17009(String)
10:38:25.995 [http-nio-8382-exec-4] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - <==      Total: 0
10:38:25.996 [http-nio-8382-exec-4] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - ==>  Preparing: select distinct a.plan_id as planId, a.object_code as objectCode, a.object_name as ojectName, a.group_id as groupId, b.group_name as groupName, c.plan_name as planName, c.start_date as startDate, c.end_date as endDate from xcxj_work_apply a LEFT JOIN xcxj_patrol_group b on a.group_id = b.id LEFT JOIN xcxj_patrol_plan c on c.id = b.plan_id where a.group_id in (select group_id from xcxj_patrol_mem) and c.start_date between ? and ? and a.object_code =? 
10:38:25.996 [http-nio-8382-exec-4] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - ==> Parameters: 2018-04-29(String), 2021-04-29 10:38:25(String), DZ17010(String)
10:38:25.997 [http-nio-8382-exec-4] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - <==      Total: 0
10:38:25.998 [http-nio-8382-exec-4] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - ==>  Preparing: select distinct a.plan_id as planId, a.object_code as objectCode, a.object_name as ojectName, a.group_id as groupId, b.group_name as groupName, c.plan_name as planName, c.start_date as startDate, c.end_date as endDate from xcxj_work_apply a LEFT JOIN xcxj_patrol_group b on a.group_id = b.id LEFT JOIN xcxj_patrol_plan c on c.id = b.plan_id where a.group_id in (select group_id from xcxj_patrol_mem) and c.start_date between ? and ? and a.object_code =? 
10:38:25.998 [http-nio-8382-exec-4] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - ==> Parameters: 2018-04-29(String), 2021-04-29 10:38:25(String), DZ17011(String)
10:38:25.999 [http-nio-8382-exec-4] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - <==      Total: 0
10:38:26.000 [http-nio-8382-exec-4] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - ==>  Preparing: select distinct a.plan_id as planId, a.object_code as objectCode, a.object_name as ojectName, a.group_id as groupId, b.group_name as groupName, c.plan_name as planName, c.start_date as startDate, c.end_date as endDate from xcxj_work_apply a LEFT JOIN xcxj_patrol_group b on a.group_id = b.id LEFT JOIN xcxj_patrol_plan c on c.id = b.plan_id where a.group_id in (select group_id from xcxj_patrol_mem) and c.start_date between ? and ? and a.object_code =? 
10:38:26.000 [http-nio-8382-exec-4] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - ==> Parameters: 2018-04-29(String), 2021-04-29 10:38:26(String), DZ17012(String)
10:38:26.001 [http-nio-8382-exec-4] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - <==      Total: 0
10:38:26.002 [http-nio-8382-exec-4] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - ==>  Preparing: select distinct a.plan_id as planId, a.object_code as objectCode, a.object_name as ojectName, a.group_id as groupId, b.group_name as groupName, c.plan_name as planName, c.start_date as startDate, c.end_date as endDate from xcxj_work_apply a LEFT JOIN xcxj_patrol_group b on a.group_id = b.id LEFT JOIN xcxj_patrol_plan c on c.id = b.plan_id where a.group_id in (select group_id from xcxj_patrol_mem) and c.start_date between ? and ? and a.object_code =? 
10:38:26.002 [http-nio-8382-exec-4] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - ==> Parameters: 2018-04-29(String), 2021-04-29 10:38:26(String), DZ17013(String)
10:38:26.004 [http-nio-8382-exec-4] DEBUG c.l.u.d.XcxjTargetInfoMapper.checkDw - <==      Total: 0
